SCORE:,total_score,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,yhh_planarity,description
SCORE:,-800.421,-5.434,-1576.2979999999998,348.86400000000003,-473.13300000000004,3.333,54.341,190.97400000000002,882.58,-63.106,-126.41,-37.563,-34.025999999999996,-38.589,22.714000000000002,-62.891000000000005,1.5759999999999998,15.423,97.055,0.168,aflibercept_input_0057_0003_0006
SCORE:,-803.451,-5.307,-1573.243,353.381,-478.309,3.3,54.318000000000005,189.808,882.71,-61.552,-124.557,-45.256,-35.039,-37.092,21.636,-63.068999999999996,1.473,16.03,97.055,0.263,aflibercept_input_0057_0003_0007
SCORE:,-802.4789999999999,-5.38,-1577.951,355.195,-476.876,3.3089999999999997,54.148,190.51,881.883,-62.06,-123.685,-46.455,-34.855,-35.855,22.006999999999998,-61.909,1.5430000000000001,16.652,97.055,0.244,aflibercept_input_0057_0003_0008
SCORE:,-804.173,-5.499,-1583.5620000000001,354.82800000000003,-479.455,3.3310000000000004,53.967,189.896,889.8739999999999,-65.14399999999999,-123.145,-41.893,-34.054,-36.425,22.324,-63.257,1.392,15.447000000000001,97.055,0.146,aflibercept_input_0057_0003_0010
SCORE:,-802.467,-5.434,-1580.31,348.64,-470.949,3.32,54.461000000000006,190.704,882.972,-61.115,-125.57,-39.884,-34.553000000000004,-38.13,23.121,-63.754,1.494,15.277000000000001,97.055,0.188,aflibercept_input_0057_0003_0009
SCORE:,-812.442,-5.457999999999999,-1590.93,354.69699999999995,-483.621,3.298,52.508,192.145,903.015,-59.152,-125.522,-46.015,-34.593,-35.525,25.909000000000002,-63.797,1.3769999999999998,1.808,97.055,0.358,aflibercept_input_0058_0002_0001
SCORE:,-811.373,-5.244,-1595.4289999999999,352.32800000000003,-478.64599999999996,3.285,53.198,203.912,891.691,-61.63399999999999,-125.947,-44.813,-34.699,-32.732,25.468000000000004,-63.211000000000006,1.337,2.299,97.055,0.409,aflibercept_input_0058_0002_0002
SCORE:,-808.2289999999999,-5.472,-1591.7979999999998,354.216,-478.19800000000004,3.293,53.224,193.27200000000002,899.048,-57.088,-126.303,-44.02,-34.679,-37.129,26.561,-63.434,1.383,1.514,97.055,0.326,aflibercept_input_0058_0002_0004
SCORE:,-812.0419999999999,-5.55,-1586.7179999999998,348.275,-472.88,3.27,52.861000000000004,192.166,892.1610000000001,-57.342,-126.976,-42.025,-34.346,-36.779,25.755,-64.096,1.401,1.4080000000000001,97.055,0.318,aflibercept_input_0058_0002_0005
SCORE:,-810.194,-5.4510000000000005,-1581.616,350.712,-483.48400000000004,3.287,52.906000000000006,193.955,892.3389999999999,-60.861999999999995,-125.038,-43.873999999999995,-34.286,-32.65,27.596999999999998,-64.071,1.3530000000000002,1.534,97.055,0.4,aflibercept_input_0058_0002_0003
