description,total_score,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,yhh_planarity
aflibercept_input_0023_0001_0010,-834.5169999999999,-5.617999999999999,-1580.9620000000002,356.718,-498.11699999999996,3.275,52.795,188.638,894.74,-65.793,-126.476,-48.651,-34.299,-33.552,24.46,-65.797,1.6640000000000001,5.039,97.055,0.365
